796 2806
180599719901 1028
1118314515
270602913 6504
3680 1660292077220793091347668
4123023 6999 1009937526038881
712807 2425549633560 177352
136616752784882077211
1720261 3892
11185048302
287248243
13153361 012608 59 1923444929681616992543006
424136301
348391296942 332233913623
 215779661071320171731044487 1515
297221372 3194472097 5500138195081981 621253
730524893147253
881
33972
10336698576 788944
2576365 3670
122901246327070293572 24 278733905730
333870929 3482912084991546100251 1980575 07 21363
962701437
3990083530 1957350
3820959506343815843529
260804 98804620799 28
1554034013071450257512513
22931
41938
42641142486430218799 425740734
71 15756241158258431199
2913 2241324856 2284226683
5519439356
383228 116035
1235 100329895 397644803510328238504838303 768 4252049978
15
238327837799059804 27433230771630317 2066
2692741537001
224829385457
587026650 395582
648546856 1412918114
3625481995 3495170749
372005280 1945507549
531567294 2479739069
2950305320 474053837
2497893367 1596194086
2624702784 3365095463
381609236 3952229225
2357347862 3940351744
4227105539 3957544262
3062539709 4057161747
3146857015 17992855
1553553707 1077149612
1308751975 3534566403
2051824061 1008116597
2942268476 1765452134
1931311770 1768741757
1079733207 4059469474
554557741 3522486934
2514129081 4122292927
3689900877 1666618207
581591763 2272107836
3439821734 195838101
3089197292 1350374876
3297256125 2730533359
2293266979 307395689
2044924484 3839084720
2626743954 1190175400
2779536014 338611169
311000065 1462206452
4066377101 2034469348
1838947010 1515351573
1249837179 650284825
547624449 3451611954
3146746828 1120458152
101930440 3510358359
1266395577 430912700
672604077 4283132462
2626323415 1464196029
3750365380 1313724855
1483594440 2750817120
1348229241 490382810
3745629239 844312927
1119603623 315291492
2336245358 2734284605
1767625060 318268402
3946150453 2420825905
3073391535 3875056766
1136070217 3842649845
2902711429 525691460
3889823781 1385846239
3397646483 173533243
1080594234 882777173
1941396056 1171334013
3422868998 2147362341
2259521539 3891240146
3347602324 1385955629
945197689 289522363
1729014610 3731525073
1974288658 3639769524
3886986444 818905373
2912711472 2205899139
1810893959 155834340
3742726861 347702810
3228245532 811350521
2171214070 2498986706
1449392853 4239405793
3051277066 1476698868
540639566 89462035
